"celebrates","Who.do.you.celebrate.the.Fourth.of.July.with.","watches_fireworks","devices","what_do_you_wear","celebration_location","Describe.America.in.three.words","Why.do.you.not.celebrate.the.Fourth.of.July.","Describe.America.in.3.words","gender","age_group","race","is_hispanic","region","Democrat_party_opinion","Republican_party_opinion","Donald_Trump_opinion","id","trump_support","democrat_support","republican_support","three_words","weight","political_weight","whatdoyouwear","what_do_you_wear_value"
"Yes","Family;Friends","Usually","Bang Snaps;Bottle Rockets;Fountains;Sparklers","Solid blue clothing","Outdoors","Yes we can","","","Male","18-24","Other","Yes","Southeast",3,2,1,91,"Disapprove","Neutral","Disapprove","Yes we can",0.0511002496196768,0.0272878317546011,"Clothing featuring a bald eagle",0
"Yes","With strangers","Usually","Bottle Rockets;Firecrackers;Fountains;Roman Candles;Other Rockets","Clothing making a political statement;Jeans","Outdoors","America hell yeah","","","Male","45-54","White","No","West",1,4,5,92,"Approve","Disapprove","Approve","America hell yeah",0.6376021643048,1.31102221644603,"Clothing featuring a bald eagle",0
"Yes","Family;Friends","Usually","None of the above","Solid red clothing;Solid white clothing;Solid blue clothing;Jeans","Outdoors","imperfect hope loud","","","Female","25-34","White","No","West",4,1,1,93,"Disapprove","Approve","Disapprove","imperfect hope loud",0.970541816645894,0.904271463769729,"Clothing featuring a bald eagle",0
"Yes","Family;Friends;With strangers","Always","Bang Snaps;Sparklers","Solid red clothing;Solid white clothing;Solid blue clothing;Clothing that is primarily red and white stripes;Clothing that is primarily blue and white stars;Clothing featuring the American Flag;Jeans;Sunscreen","Outdoors","Freedom Brave Equality","","","Female","25-34","White","No","West",1,3,4,94,"Approve","Disapprove","Neutral","Freedom Brave Equality",0.970541816645894,2.19517194825628,"Clothing featuring a bald eagle",0
"Yes","Family","Always","None of the above","None of the above","Both","Red white blue","","","Male","55+","White","No","Northeast",1,3,5,95,"Approve","Disapprove","Neutral","Red white blue",4.27304256834385,6.09101426386911,"Clothing featuring a bald eagle",0
"Yes","Family","Always","Bang Snaps;Fountains;Ground Spinners;Roman Candles;Smoke Bombs;Sparklers","Solid red clothing;Solid white clothing;Solid blue clothing;Clothing that is primarily red and white stripes;Clothing that is primarily blue and white stars;Jeans","Both","Great wonderful beautiful","","","Female","55+","Other","No","West",1,4,5,96,"Approve","Disapprove","Approve","Great wonderful beautiful",3.43819205351583,3.94230523952987,"Clothing featuring a bald eagle",0
"No","","","None of the above","None of the above","","","I Don't like general Fourth of July activities;Don't feel motivated to celebrate","Commercialized politicized not-free","Male","25-34","White","No","Midwest",1,1,1,97,"Disapprove","Disapprove","Disapprove","Commercialized politicized not-free",0.214583657487779,0.237244928654966,"Clothing featuring a bald eagle",0
"Yes","Family","Rarely","Bang Snaps;Bottle Rockets;Firecrackers;Fountains;Ground Spinners;Roman Candles;Smoke Bombs;Snakes;Sparklers","None of the above","Both","Way too nationalistic","","","Female","45-54","White","No","Southeast",4,1,1,98,"Disapprove","Approve","Disapprove","Way too nationalistic",0.659746327495068,0.342234925952769,"Clothing featuring a bald eagle",0
"Yes","Family;Friends","Always","Bang Snaps;Bottle Rockets;Snakes;Sparklers","Solid blue clothing;Clothing that is primarily red and white stripes;Sunscreen","Outdoors","Proud loud free","","","Female","18-24","White","No","Southwest",2,4,3,99,"Neutral","Disapprove","Approve","Proud loud free",0.0785093678214332,0.00133109355862048,"Clothing featuring a bald eagle",0
"Yes","Family;Friends","Always","Bang Snaps;Bottle Rockets;Fountains;Ground Spinners;Smoke Bombs;Snakes;Sparklers","Sunscreen","Both","Loud Proud Stuck","","","Male","18-24","Multiple Races","No","Northeast",4,1,1,100,"Disapprove","Approve","Disapprove","Loud Proud Stuck",0.0474112290633541,0.0206588150640025,"Clothing featuring a bald eagle",0
"Yes","Family","Rarely","Bang Snaps;Bottle Rockets;Fountains;Smoke Bombs;Sparklers","None of the above","Outdoors","Diverse complicated patriotic","","","Male","18-24","Multiple Races","Yes","Midwest",4,1,1,101,"Disapprove","Approve","Disapprove","Diverse complicated patriotic",0.068002463773697,0.0556170748979491,"Clothing featuring a bald eagle",0
"No","","","None of the above","None of the above","","","Other","Turmoil Tyrancy Greed","Female","55+","White","No","Southeast",4,1,1,102,"Disapprove","Approve","Disapprove","Turmoil Tyrancy Greed",1.29266810267779,0.454214017398436,"Clothing featuring a bald eagle",0
"Yes","Family;Friends;By myself;With strangers","Always","None of the above;I don't feel comfortable answering this question","Solid red clothing;Solid white clothing;Solid blue clothing;Clothing that is primarily blue and white stars;Clothing featuring the American Flag","Both","Home of Brave","","","Male","18-24","Multiple Races","No","Southeast",5,1,1,103,"Disapprove","Approve","Disapprove","Home of Brave",0.00390665731653144,0.00107375797676195,"Clothing featuring a bald eagle",0
"No","","","None of the above","None of the above","","","I Don't like general Fourth of July activities;Don't feel motivated to celebrate;No one to celebrate with","proud large loud","Female","25-34","White","No","Southwest",3,2,1,104,"Disapprove","Neutral","Disapprove","proud large loud",0.518615865140275,1.12477233148064,"Clothing featuring a bald eagle",0
"Yes","Friends","Never","None of the above","Clothing making a political statement;Sunscreen","Both","Racist sexist colonialism","","","Female","25-34","White","No","Midwest",3,1,1,105,"Disapprove","Neutral","Disapprove","Racist sexist colonialism",0.787811566779859,0.826297763014772,"Clothing featuring a bald eagle",0
"Yes","Family;Friends;With strangers","Always","Bang Snaps;Bottle Rockets;Firecrackers;Fountains;Roman Candles;Snakes;Sparklers;Other Rockets","Jeans;Sunscreen;None of the above","Outdoors","Young unruly Loud","","","Female","18-24","Other","No","West",2,1,1,106,"Disapprove","Disapprove","Disapprove","Young unruly Loud",0.110137324739422,0.0506472612674341,"Clothing featuring a bald eagle",0
"Yes","Family;Friends","Usually","I don't feel comfortable answering this question","Solid red clothing;Clothing featuring the American Flag","Both","Greatest Country Ever","","","Male","55+","White","No","Southeast",1,5,5,107,"Approve","Disapprove","Approve","Greatest Country Ever",0.352096187828501,0.316585202594537,"Clothing featuring a bald eagle",0
"Yes","Friends","Usually","None of the above","None of the above","Both","Idea government crumbling","","","Female","55+","White","No","Southwest",4,1,1,108,"Disapprove","Approve","Disapprove","Idea government crumbling",2.45085201777728,3.10514564417657,"Clothing featuring a bald eagle",0
"Yes","Family;Friends","Usually","Bang Snaps;Bottle Rockets;Firecrackers;Fountains;Sparklers","Clothing featuring the American Flag","Outdoors","Freedom equality liberty","","","Male","18-24","White","No","Midwest",2,2,1,109,"Disapprove","Disapprove","Disapprove","Freedom equality liberty",0.0324842111986291,0.0204263009152258,"Clothing featuring a bald eagle",0
"Yes","By myself","Rarely","None of the above","Clothing featuring the American Flag","Both","God blessed American","","","Female","25-34","White","No","Southwest",5,4,1,110,"Disapprove","Approve","Approve","God blessed American",0.518615865140275,1.12477233148064,"Clothing featuring a bald eagle",0
"Yes","Family","Usually","Roman Candles;Other Rockets","Sunscreen","Both","Not too bad","","","Male","45-54","White","No","Southeast",3,2,2,111,"Disapprove","Neutral","Disapprove","Not too bad",0.179701321912148,0.0982617940228538,"Clothing featuring a bald eagle",0
"Yes","Friends","Always","Bottle Rockets;Firecrackers;Ground Spinners;Roman Candles;Smoke Bombs;Snakes;Sparklers;Other Rockets","Clothing that is primarily red and white stripes","Both","God blessed it","","","Female","55+","White","No","Southeast",1,5,5,112,"Approve","Disapprove","Approve","God blessed it",1.29266810267779,1.10263113395309,"Clothing featuring a bald eagle",0
"Yes","Family;Friends","Always","Bottle Rockets;Firecrackers;Roman Candles;Sparklers","None of the above","Outdoors","freedom booze guns","","","Male","18-24","Asian","No","Midwest",4,2,1,113,"Disapprove","Approve","Disapprove","freedom booze guns",0.168703203221685,2.5054703551474,"Clothing featuring a bald eagle",0
"Yes","Family","Usually","Bang Snaps","None of the above","Outdoors","incompetent baby president","","","Female","45-54","White","No","Midwest",4,1,1,114,"Disapprove","Approve","Disapprove","incompetent baby president",1.90013121671681,1.71876983591051,"Clothing featuring a bald eagle",0
"Yes","Family","Rarely","None of the above","None of the above","Both","Selfish Corrupt Entitled","","","Female","18-24","Multiple Races","No","West",4,1,1,115,"Disapprove","Approve","Disapprove","Selfish Corrupt Entitled",0.0508896586474692,0.0205542524527967,"Clothing featuring a bald eagle",0
"Yes","Family;Friends","Usually","Bang Snaps;Bottle Rockets;Firecrackers;Fountains;Ground Spinners;Roman Candles;Smoke Bombs;Snakes;Sparklers;Other Rockets","Solid red clothing","Outdoors","Beautiful diverse opportunity","","","Male","18-24","White","No","Midwest",3,3,3,116,"Neutral","Neutral","Neutral","Beautiful diverse opportunity",0.0324842111986291,0.000280763659906437,"Clothing featuring a bald eagle",0
"No","","","None of the above","None of the above","","","Out of country at that time;Political reasons","hypocrisy betrayal self-centered","Male","25-34","Multiple Races","No","Midwest",4,1,1,117,"Disapprove","Approve","Disapprove","hypocrisy betrayal self-centered",0.07432522746966,0.0626335474858103,"Clothing featuring a bald eagle",0
"Yes","Friends","Usually","None of the above","Solid red clothing;Jeans;Sunscreen","Outdoors","unreliable anti-hero optimistic","","","Male","25-34","White","No","West",4,1,1,118,"Disapprove","Approve","Disapprove","unreliable anti-hero optimistic",0.264355616930038,0.25963257860464,"Clothing featuring a bald eagle",0
"No","","","None of the above","None of the above","","","Other","Patriotic home lost","Male","35-44","White","No","Southeast",1,1,4,119,"Approve","Disapprove","Disapprove","Patriotic home lost",0.149699963262195,0.176567379700227,"Clothing featuring a bald eagle",0
"Yes","Family","Rarely","Bang Snaps;Bottle Rockets;Firecrackers;Ground Spinners;Roman Candles;Sparklers;Other Rockets","Clothing featuring the American Flag","Outdoors","The Greatest Country","","","Male","45-54","White","No","Southeast",1,2,3,120,"Neutral","Disapprove","Disapprove","The Greatest Country",0.179701321912148,0.00135062834104556,"Clothing featuring a bald eagle",0
"Yes","Family;Friends","Usually","Bottle Rockets;Firecrackers;Fountains;Ground Spinners;Roman Candles;Smoke Bombs;Sparklers","Solid red clothing;Solid white clothing;Solid blue clothing;Jeans;Sunscreen","Outdoors","Home troubled representative-democracy","","","Female","25-34","Multiple Races","No","Southeast",3,3,1,121,"Disapprove","Neutral","Neutral","Home troubled representative-democracy",0.0947447916339898,0.04343634307063,"Clothing featuring a bald eagle",0
"Yes","Family;Friends","Usually","None of the above","Clothing featuring the American Flag;Sunscreen","Outdoors","Diverse controversial loud","","","Male","25-34","White","No","Midwest",4,1,1,122,"Disapprove","Approve","Disapprove","Diverse controversial loud",0.214583657487779,0.237244928654966,"Clothing featuring a bald eagle",0
"Yes","Family;Friends","Usually","Bang Snaps;Bottle Rockets;Fountains;Snakes;Sparklers","Sunscreen;None of the above","Both","tough divided hopeful","","","Male","35-44","White","No","Midwest",3,2,1,123,"Disapprove","Neutral","Disapprove","tough divided hopeful",0.431149915477145,0.365286942849433,"Clothing featuring a bald eagle",0
"Yes","Family;Friends","Always","Bang Snaps;Sparklers","Clothing featuring the American Flag;Sunscreen","Both","The best country","","","Male","35-44","White","No","Midwest",1,5,5,124,"Approve","Disapprove","Approve","The best country",0.431149915477145,0.886755451360305,"Clothing featuring a bald eagle",0
"No","","","None of the above","None of the above","","","Don't feel motivated to celebrate","Corrupt backward insufficient","Other","18-24","Asian","No","Northeast",2,1,1,125,"Disapprove","Disapprove","Disapprove","Corrupt backward insufficient",0.530068167235308,0.707611743522744,"Clothing featuring a bald eagle",0
"No","","","None of the above","None of the above","","","I Don't like general Fourth of July activities;Don't feel motivated to celebrate;No one to celebrate with","The best country","Male","55+","White","No","West",1,2,4,126,"Approve","Disapprove","Disapprove","The best country",1.24928013335746,1.73998801020307,"Clothing featuring a bald eagle",0
"Yes","Family;Friends","Usually","Bang Snaps;Bottle Rockets;Ground Spinners;Smoke Bombs","Clothing featuring the American Flag","Outdoors","melting pot luck","","","Male","25-34","White","No","Northeast",3,2,2,127,"Disapprove","Neutral","Disapprove","melting pot luck",0.90420296790202,0.908871630363372,"Clothing featuring a bald eagle",0
"No","","","None of the above","None of the above","","","Don't feel motivated to celebrate;Political reasons","Imperialist racist occupier","Female","18-24","White","No","West",2,1,1,128,"Disapprove","Disapprove","Disapprove","Imperialist racist occupier",0.146923049584156,0.0778559151200029,"Clothing featuring a bald eagle",0
"Yes","Family","Usually","Bottle Rockets;Firecrackers;Sparklers","None of the above","Both","Breaking divided idle","","","Male","18-24","White","No","Southeast",2,1,1,129,"Disapprove","Disapprove","Disapprove","Breaking divided idle",0.011278873191137,0.00406720750804197,"Clothing featuring a bald eagle",0
"Yes","Family;Friends","Rarely","Sparklers","Sunscreen;None of the above","Outdoors","Racist Dumb Expensive","","","Female","18-24","White","No","Northeast",4,1,1,130,"Disapprove","Approve","Disapprove","Racist Dumb Expensive",0.502536163331714,0.272542963940985,"Clothing featuring a bald eagle",0
"Yes","Family","Usually","Fountains;Sparklers","None of the above","Indoors","Raging dumpster fire","","","Female","25-34","White","No","Southeast",3,2,1,131,"Disapprove","Neutral","Disapprove","Raging dumpster fire",0.273536787022121,0.164529274270452,"Clothing featuring a bald eagle",0
"Yes","Friends;By myself","Usually","None of the above","Sunscreen","Both","An ongoing experiment","","","Male","25-34","White","No","Midwest",5,1,1,132,"Disapprove","Approve","Disapprove","An ongoing experiment",0.214583657487779,0.237244928654966,"Clothing featuring a bald eagle",0
